lag_s,AIBL,AVEL,AVAL,RIML,ASEL,ASER,AWAL,AWCL
37.487447278569995,0.012316434484355859,0.008766560422871404,0.015142439139763715,0.009383034050442376,-0.04067993731091343,-0.07548960801978605,-0.03737338733530992,-0.04926370089420681
37.862321751355694,0.012943955718513197,0.008883640796282129,0.014727913473615673,0.0098834663247382,-0.040679856229550865,-0.07586207810994915,-0.03717396335619144,-0.046617729819020653
38.2371962241414,0.013768901651936049,0.00884548001496305,0.014258763523007902,0.010382025169305087,-0.04067019341684231,-0.07571574446985496,-0.037190677129777916,-0.04425581033459019
38.6120706969271,0.014438122971388393,0.008754331837156187,0.013774737134624807,0.010936231248438032,-0.04104436788145395,-0.07558686398887027,-0.037245142006754425,-0.04173672145036185
38.9869451697128,0.014931674225928573,0.00861889083182694,0.013259503956015547,0.01149468987134996,-0.041627328933874816,-0.07549070970112298,-0.03744645367245426,-0.03875233302628188
39.361819642498496,0.015310172707929448,0.008579890628705119,0.012761105668718686,0.0119441945280612,-0.04212185381075832,-0.07512908040940117,-0.03738990545678426,-0.035935319896368514
39.736694115284195,0.015809823790421333,0.008292056904754099,0.012212136052569562,0.01233297162574332,-0.042676221331453525,-0.07490570641258083,-0.03757552944339649,-0.033160810117719285
40.11156858806989,0.016349064378569783,0.008183516970154061,0.011703232041256166,0.012735558952441748,-0.043152104124399446,-0.07448023331798642,-0.037752670271406,-0.02979902283765386
40.4864430608556,0.016986043866170517,0.00810461294043046,0.011173284362618986,0.013219234498241292,-0.04306072215844626,-0.07421897467495037,-0.03741876234584463,-0.02631574466045876
40.8613175336413,0.017798618770467175,0.007808184003173629,0.010618541730512604,0.013689963861847187,-0.043267312592665724,-0.07373321899034556,-0.0379269440944298,-0.022597597468629677
41.236192006427,0.01851643932733971,0.007575538962582787,0.010119234141443273,0.014024178848781679,-0.04322837288342092,-0.07334248153913356,-0.03809228011053965,-0.019443438448870455
41.611066479212695,0.019180053863927682,0.007204674827340031,0.009573041902141794,0.014251629315860537,-0.04306531999231232,-0.07249454070722723,-0.038243557799617967,-0.015905455134611026
